SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,CATEGORY,SUB_CATEGORY,SALES,QUANTITY,DISCOUNT,PROFIT,PROFIT_MARGIN,DISCOUNT_AMOUNT,PROFIT_CATEGORY
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Art,227.88,6,0.0,68.364,30.000000000000004,0.0,LOW
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,241.96,2,0.0,33.8744,14.000000000000002,0.0,LOW
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Binders,3.89,1,0.0,1.8672,48.0,0.0,LOW
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,8.01,3,0.0,3.0438,38.0,0.0,LOW
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,177.48,3,0.2,19.9665,11.25,35.496,LOW
Second Class,Corporate,United States,Spokane,Washington,99207,West,Furniture,Chairs,569.568,2,0.2,7.1196,1.25,113.9136,LOW
Second Class,Corporate,United States,Spokane,Washington,99207,West,Office Supplies,Storage,149.73,7,0.0,43.4217,29.000000000000004,0.0,LOW
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.3,-12.849,-1.4285714285714286,269.82899999999995,LOSS
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.2,5.775,12.5,9.24,LOW
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,33.75,9.5904,LOW
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,7.992,1,0.2,0.6993,8.75,1.5984,LOW
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,35.0,15.372800000000002,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,102.93,3,0.0,48.3771,47.0,0.0,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,98.16,6,0.0,9.816,10.0,0.0,LOW
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68,-66.66666666666666,8.064,LOSS
Same Day,Corporate,United States,Chandler,Arizona,85224,West,Office Supplies,Paper,83.88,1,0.2,29.358,35.0,16.776,LOW
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,108.576,4,0.4,-25.3344,-23.333333333333332,43.4304,LOSS
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464,-22.5,1.1968,LOSS
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,21.96,2,0.0,6.1488,27.999999999999996,0.0,LOW
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.0,81.1734,21.999999999999996,0.0,LOW
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,12.39,3,0.0,3.4692,27.999999999999996,0.0,LOW
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.0,9.9882,3.0000000000000004,0.0,LOW
Standard Class,Corporate,United States,Draper,Utah,84020,West,Technology,Accessories,111.93,7,0.0,34.6983,31.0,0.0,LOW
First Class,Home Office,United States,Oakland,California,94601,West,Furniture,Chairs,454.272,8,0.2,-73.8192,-16.25,90.8544,LOSS
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,0.0,LOW
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.976,4,0.4,1119.9968,13.33333333333333,3359.9904000000006,HIGH
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,6.294,1,0.7,-4.196,-66.66666666666666,4.405799999999999,LOSS
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,10.368,2,0.2,3.6288,35.0,2.0736000000000003,LOW
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,122.382,3,0.4,-24.4764,-20.0,48.9528,LOSS
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,25.984,2,0.2,-1.624,-6.25,5.1968000000000005,LOSS
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,945.036,6,0.4,-299.2614,-31.666666666666664,378.0144,LOSS
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.301,7,0.7,-10.4874,-73.33333333333333,10.0107,LOSS
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,410.352,3,0.2,-51.294,-12.5,82.0704,LOSS
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.52,5,0.2,8.526,36.25,4.704,LOW
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,0.2,13.572,7.5,36.192,LOW
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,35.0,4,0.0,14.7,42.0,0.0,LOW
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Storage,477.15,5,0.0,28.629,6.000000000000001,0.0,LOW
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,302.376,3,0.2,22.6782,7.500000000000001,60.4752,LOW
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,974.988,4,0.3,-97.4988,-10.0,292.4964,LOSS
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.1,-6.549,-1.1111111111111112,58.941,LOSS
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.0,12.492,36.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.0,23.9688,24.000000000000004,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.0,18.2112,48.00000000000001,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454,46.00000000000001,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.0,33.7266,40.99999999999999,0.0,LOW
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,7.104,6,0.2,2.4864,35.0,1.4208,LOW
Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,103.5,5,0.6,-77.625,-75.0,62.099999999999994,LOSS
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,35.0,0.4928,LOW
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,8.72,1,0.2,0.654,7.5,1.7440000000000002,LOW
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Binders,10.76,2,0.0,5.1648,48.0,0.0,LOW
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,45.68,2,0.0,21.0128,46.0,0.0,LOW
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,6.7,1,0.0,2.211,32.99999999999999,0.0,LOW
Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,158.376,3,0.2,13.8579,8.75,31.675200000000004,LOW
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,3.44,2,0.2,0.559,16.25,0.6880000000000001,LOW
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,56.56,2,0.0,15.2712,27.0,0.0,LOW
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,36.96,7,0.0,11.4576,31.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,135.99,1,0.0,36.7173,27.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,15.96,7,0.0,7.0224,44.0,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2,0.0,1.0904,29.000000000000004,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,14.7,5,0.0,6.615,45.0,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,37.2,5,0.0,9.3,25.0,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0.0,18.8937,21.0,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0.0,23.5764,9.000000000000002,0.0,LOW
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,74.0,5,0.0,37.0,50.0,0.0,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,13.28,2,0.0,6.3744,48.0,0.0,LOW
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Storage,84.96,6,0.2,6.372,7.500000000000001,16.992,LOW
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,68.46,7,0.0,25.3302,37.00000000000001,0.0,LOW
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.0,582.232,27.999999999999996,0.0,HIGH
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,629.95,5,0.0,176.386,27.999999999999996,0.0,HIGH
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Furnishings,72.42,6,0.0,23.8986,32.99999999999999,0.0,LOW
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,131.98,2,0.0,35.6346,27.0,0.0,LOW
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,114.52,7,0.0,11.452,10.0,0.0,LOW
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,100.24,10,0.2,33.831,33.75,20.048000000000002,LOW
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,871.8,3,0.2,87.18,10.000000000000002,174.36,LOW
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,0.5,-53.2856,-86.0,30.98,LOSS
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.554,3,0.7,-3.4914,-76.66666666666666,3.1878,LOSS
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,5.2,2,0.2,0.585,11.249999999999998,1.04,LOW
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,205.992,1,0.2,-2.5749,-1.25,41.1984,LOSS
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,3.1104000000000003,LOW
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,503.96,5,0.2,50.396,10.0,100.792,LOW
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,24.472,7,0.2,1.8354,7.5,4.894400000000001,LOW
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Bookcases,241.568,2,0.2,0.0,0.0,48.31360000000001,LOW
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,110.4,2,0.2,-4.14,-3.75,22.080000000000002,LOSS
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,384.768,2,0.4,-115.4304,-30.000000000000004,153.9072,LOSS
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,78.66,6,0.0,36.1836,46.0,0.0,LOW
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.0,22.2264,49.00000000000001,0.0,LOW
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,962.08,4,0.2,156.338,16.249999999999996,192.41600000000003,HIGH
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.843,3,0.7,-9.8463,-76.66666666666666,8.9901,LOSS
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,295.456,14,0.2,96.0232,32.5,59.09120000000001,LOW
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,0.0,LOW
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,103.936,4,0.2,16.8896,16.25,20.787200000000002,LOW
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Furniture,Bookcases,289.568,2,0.2,10.8588,3.7500000000000004,57.9136,LOW
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Storage,39.72,5,0.2,4.4685,11.249999999999998,7.944,LOW
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Technology,Phones,244.768,4,0.2,24.4768,10.0,48.9536,LOW
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.0,2,0.2,-2.7,-11.25,4.800000000000001,LOSS
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,3.1104000000000003,LOW
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,0.2,-3.272,-12.5,5.2352,LOSS
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,20.94,3,0.0,6.0726,28.999999999999996,0.0,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,135.09,9,0.0,62.1414,46.0,0.0,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.0,64.3678,23.0,0.0,LOW
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,90.06,6,0.0,41.4276,46.0,0.0,LOW
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,0.4,-107.9928,-20.0,215.98560000000003,LOSS
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,50.232,7,0.4,-10.0464,-20.0,20.0928,LOSS
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.242,3,0.7,-13.4694,-70.0,13.4694,LOSS
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392,27.999999999999996,0.0,HIGH
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,0.4641,8.75,1.0608000000000002,LOW
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,19.136,4,0.2,5.98,31.250000000000007,3.8272,LOW
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,332.832,4,0.2,-24.9624,-7.5,66.5664,LOSS
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,279.9,5,0.0,137.151,49.00000000000001,0.0,HIGH
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,50.352,3,0.2,17.6232,35.0,10.0704,LOW
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,34.02,3,0.0,16.6698,48.99999999999999,0.0,LOW
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,23.88,6,0.0,8.1192,34.0,0.0,LOW
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,11.52,4,0.0,5.6448,49.00000000000001,0.0,LOW
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,286.93,7,0.0,140.5957,49.0,0.0,HIGH
Standard Class,Home Office,United States,San Francisco,California,94109,West,Technology,Phones,206.384,2,0.2,23.2182,11.25,41.2768,LOW
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,218.352,3,0.2,0.0,0.0,43.6704,LOW
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,529.9,5,0.0,105.98,20.0,0.0,HIGH
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,99.3,10,0.0,41.706,42.00000000000001,0.0,LOW
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,108.96,2,0.0,30.5088,28.000000000000004,0.0,LOW
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,2.688,1,0.2,0.84,31.249999999999993,0.5376000000000001,LOW
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.0,2504.2216,46.0,0.0,HIGH
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.0,72.6408,24.0,0.0,LOW
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0.0,25.2315,45.0,0.0,LOW
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,32.49999999999999,2.016,LOW
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,59.994,1,0.4,-12.9987,-21.666666666666664,23.997600000000002,LOSS
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,-83.33333333333334,4.0005,LOSS
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.42,5,0.7,-7.85,-83.33333333333333,6.593999999999999,LOSS
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,1999.96,4,0.0,899.982,44.99999999999999,0.0,HIGH
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.0,56.264,26.0,0.0,LOW
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.936,3,0.2,2.3409,33.75,1.3872,LOW
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634,-155.0,3.5424,LOSS
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,8.8,5,0.0,2.552,28.999999999999996,0.0,LOW
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0.0,29.988,21.0,0.0,LOW
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.0,143.982,36.0,0.0,HIGH
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.776,3,0.2,726.5619,33.75,430.5552,HIGH
